id,risk_assessment_score,first_trade_elapsed_time,recent_trade_gap,avg_time_to_resolve,total_successful_trades,delinquent_trades_60_days,delinquent_trades_90_days,legal_trade_percentage,last_illegal_trade_gap,illegal_trades_last_year_max,total_illegal_trades_max,total_trade_count,recently_initiated_trades,installment_trade_percentage,non_recent_inquiry_gap,recent_inquiries_count,non_recent_inquiries_count,revolving_debt_ratio,installment_debt_ratio,revolving_trades_with_balance,installment_trades_with_balance,high_risk_banks_count,trades_with_balance_percentage,target
3853,84,195,10,75,29,0,0,100,-7,7,8,30,1,7,0,1,1,5,96,2,2,0,36,0
3854,81,271,10,59,20,0,0,100,-7,7,8,18,1,25,0,1,1,0,67,1,2,0,23,0
3855,83,182,6,79,40,0,0,100,-7,7,8,40,2,43,6,0,0,3,75,3,3,0,46,0
3856,89,265,10,99,22,0,0,100,-7,7,8,37,1,36,0,1,1,5,72,3,4,0,58,0
3857,60,273,3,126,32,4,4,89,2,4,6,35,3,11,0,0,0,37,74,16,2,0,95,0
3858,92,474,57,258,8,0,0,100,-7,7,8,8,0,0,2,1,1,1,-8,3,-8,0,50,1
3859,87,149,26,74,13,0,0,100,-7,7,8,17,0,23,4,1,1,0,-8,0,1,0,50,0
3860,80,216,3,56,22,0,0,100,-7,7,8,23,2,9,1,4,4,13,-8,1,1,0,29,0
3861,72,-8,2,16,4,0,0,100,-7,7,8,6,3,50,-7,0,0,29,100,2,2,0,67,1
3862,83,193,4,99,18,0,0,100,-7,7,8,18,1,33,0,1,1,37,-8,3,1,0,80,0
3863,67,106,3,44,15,1,1,88,7,4,2,17,1,38,0,5,5,0,85,1,4,0,56,0
3864,66,118,6,22,10,0,0,90,-8,6,6,32,2,40,-7,0,0,31,77,3,3,1,75,1
3865,73,90,1,37,24,0,0,96,11,4,6,25,2,40,1,1,1,9,69,8,4,0,80,1
3866,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
3867,67,50,4,27,9,1,1,89,34,6,6,9,2,44,0,2,2,3,36,1,2,0,43,0
3868,77,130,5,66,22,2,0,92,31,6,5,32,3,29,-7,3,3,8,100,1,3,0,71,0
3869,86,160,7,129,14,0,0,100,-7,7,8,14,1,64,6,0,0,2,91,2,1,0,100,0
3870,79,334,4,119,38,0,0,100,-7,7,8,45,1,32,3,3,3,16,63,5,2,0,37,0
3871,77,148,5,84,14,0,0,100,-7,7,8,15,1,53,4,1,1,57,54,1,3,1,83,0
3872,79,255,14,99,29,0,0,97,-8,6,6,33,0,67,-7,0,0,70,60,2,3,0,71,1
3873,82,171,3,84,26,0,0,96,22,6,6,27,2,44,4,2,2,3,48,2,4,0,54,0
3874,76,121,2,64,17,0,0,89,16,6,6,18,1,50,3,1,1,4,32,2,2,0,67,0
3875,65,340,0,95,21,3,1,85,65,6,5,26,3,81,-8,0,0,36,59,2,6,-8,89,0
3876,91,284,28,117,12,0,0,100,-7,7,8,12,0,33,-8,0,0,2,-8,2,1,0,50,0
3877,72,234,12,113,42,2,2,96,35,6,2,45,0,20,6,0,0,19,-8,4,1,0,38,1
3878,82,240,4,103,23,0,0,92,28,6,6,26,3,50,-7,1,1,9,88,2,2,0,50,0
3879,88,188,17,107,9,0,0,100,-7,7,8,16,0,33,-7,0,0,0,69,1,2,0,57,1
3880,72,85,8,43,11,0,0,100,-7,7,8,11,2,0,0,1,1,57,-8,3,-8,2,33,0
3881,59,312,1,22,20,1,1,100,-7,0,8,10,7,36,2,2,2,16,78,6,3,0,77,1
3882,72,172,4,115,18,1,1,84,19,6,3,19,1,47,0,3,3,8,-8,3,2,0,71,0
3883,74,192,7,63,14,0,0,100,-7,7,8,14,3,29,-8,0,0,35,16,5,3,2,73,0
3884,82,200,2,82,33,0,0,97,25,6,6,34,2,56,0,2,2,5,60,3,4,0,73,0
3885,82,115,4,58,24,1,0,96,50,6,5,25,4,52,4,1,1,2,52,1,4,0,71,0
3886,82,209,40,107,23,0,0,100,-7,7,8,24,0,21,0,8,8,19,-8,2,1,-8,50,0
3887,89,181,33,75,8,0,0,100,-7,7,8,8,0,25,0,0,0,0,-8,1,1,0,40,0
3888,76,168,4,67,16,0,0,100,-7,6,7,5,3,69,-8,0,0,52,97,4,1,1,100,0
3889,57,66,5,36,19,0,0,95,-8,5,6,19,2,63,0,1,1,92,61,5,3,2,100,1
3890,65,208,6,65,37,0,0,100,-7,7,8,37,4,14,0,2,2,47,65,13,3,6,73,1
3891,89,270,3,98,12,0,0,100,-7,7,8,12,2,25,13,0,0,9,6,2,2,0,67,0
3892,89,148,15,79,11,0,0,100,-7,7,8,12,0,33,0,0,0,2,-8,3,1,0,80,0
3893,88,280,5,127,37,0,0,100,-7,7,8,39,2,34,3,2,1,6,94,2,3,0,38,0
3894,80,263,6,89,34,0,0,100,-7,7,8,44,1,33,0,4,4,27,47,4,3,1,64,0
3895,61,284,6,81,9,0,0,90,6,4,6,10,2,0,0,4,4,86,-8,4,-8,2,67,1
3896,71,149,3,63,27,0,0,96,-8,6,6,28,2,36,0,1,1,41,97,7,1,2,73,1
3897,86,404,1,101,24,0,0,97,16,6,6,29,3,24,18,0,0,3,48,4,1,0,38,0
3898,88,331,3,113,20,0,0,100,-7,7,8,28,1,24,7,0,0,10,-8,4,3,0,70,0
3899,75,278,3,93,17,0,0,100,-7,7,8,17,4,47,2,2,2,43,-8,3,-8,1,100,1
3900,75,100,4,48,17,0,0,100,-7,7,8,18,1,44,0,0,0,49,36,3,2,2,71,0
3901,76,150,7,70,33,0,0,97,-8,6,6,33,1,27,0,0,0,32,45,5,4,1,64,0
3902,74,247,8,94,13,5,2,72,53,6,4,18,2,22,-8,0,0,37,-8,6,1,0,70,0
3903,55,152,9,43,31,0,0,97,12,6,6,43,3,32,1,12,12,92,-8,7,1,7,82,1
3904,71,179,2,59,25,0,0,96,46,6,6,28,7,29,2,2,2,39,85,4,4,1,73,0
3905,93,425,63,179,6,0,0,100,-7,9,8,6,0,33,0,0,0,0,-8,0,-8,-8,0,0
3906,66,182,5,69,20,0,0,100,-7,7,8,20,2,25,3,1,1,55,96,8,2,3,91,0
3907,73,134,3,55,26,0,0,100,-7,7,8,26,5,35,6,1,0,64,33,4,2,2,64,0
3908,85,186,18,75,23,0,0,100,-7,7,8,25,0,32,2,1,1,1,-8,2,2,1,57,0
3909,80,181,19,100,17,0,0,100,-7,7,8,17,0,6,0,2,1,16,-8,2,1,1,80,0
3910,76,179,4,94,19,0,0,95,61,6,6,22,1,64,11,0,0,93,80,1,2,-8,100,0
3911,89,180,11,77,37,0,0,100,-7,7,8,41,1,24,5,1,1,1,-8,3,1,0,29,0
3912,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
3913,65,37,2,16,8,0,0,100,-7,7,8,9,4,33,11,0,0,73,98,4,2,2,100,0
3914,54,162,7,87,24,1,0,85,7,4,5,26,1,31,0,2,2,65,70,9,3,3,80,1
3915,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
3916,67,89,2,41,19,0,0,100,-7,7,8,21,5,71,0,4,4,83,91,4,5,2,100,1
3917,77,177,1,59,41,0,0,100,-7,7,8,43,6,9,0,3,3,3,-8,8,1,1,33,0
3918,75,156,6,60,28,0,0,100,-7,7,8,29,3,32,9,0,0,42,93,5,1,0,67,0
3919,74,202,9,89,27,0,0,100,-7,7,8,34,1,15,-7,0,0,51,-8,6,1,3,67,1
3920,56,447,3,145,14,2,2,78,1,4,2,18,1,22,0,1,1,32,-8,3,-8,1,43,0
3921,87,206,32,87,23,0,0,100,-7,7,8,23,0,30,0,3,3,6,-8,1,-8,0,13,0
3922,69,217,44,118,30,1,0,94,8,4,5,23,0,25,8,0,0,10,-8,9,-8,1,75,1
3923,83,339,12,87,11,0,0,100,-7,7,8,12,0,45,21,0,0,58,43,3,2,1,83,0
3924,64,165,1,52,9,2,2,82,28,6,4,12,1,18,0,2,2,9,100,2,1,0,50,0
3925,75,172,8,83,28,0,0,93,2,4,6,28,3,43,-7,2,2,4,92,2,2,0,57,0
3926,91,320,13,123,5,0,0,100,-7,7,8,5,0,20,0,0,0,4,66,2,1,0,60,0
3927,73,288,3,131,23,6,4,89,21,6,5,27,2,48,0,4,4,24,48,8,3,2,92,1
3928,77,-8,50,122,14,1,1,93,49,6,2,0,0,20,-7,0,0,1,-8,1,1,0,75,0
3929,91,356,42,143,9,0,0,100,-7,7,8,9,0,22,0,0,0,7,-8,1,1,0,40,0
3930,84,319,10,95,32,0,0,100,-7,7,8,35,2,23,0,0,0,19,89,5,1,0,50,0
3931,91,364,1,118,12,0,0,100,-7,7,8,13,1,8,0,1,1,0,-8,1,-8,0,20,0
3932,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
3933,60,168,3,40,28,1,0,87,7,4,5,10,2,47,-7,1,1,56,83,10,11,2,81,1
3934,88,496,95,184,12,0,0,100,-7,7,8,12,0,25,-8,0,0,5,-8,2,1,0,60,0
3935,65,409,6,72,33,0,0,92,5,4,6,36,3,53,0,0,0,17,58,3,3,2,41,0
3936,85,221,2,46,62,0,0,100,-7,7,8,63,6,16,0,2,2,0,-8,4,3,0,21,0
3937,87,211,8,105,17,0,0,100,-7,7,8,17,1,35,-7,0,0,24,62,2,3,0,63,0
3938,79,83,2,39,28,0,0,100,-7,7,8,31,4,17,0,3,3,6,89,3,3,0,46,0
3939,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
3940,77,142,4,71,33,0,0,100,-7,7,8,33,2,55,1,2,2,0,78,2,5,0,78,0
3941,79,-8,4,81,18,0,0,94,43,6,6,0,1,17,0,3,3,0,65,1,3,0,50,0
3942,66,417,17,165,7,1,0,89,3,4,5,9,0,56,16,0,0,93,80,2,1,1,100,1
3943,60,121,3,64,21,1,1,96,0,4,6,23,2,57,0,0,0,1,77,1,4,0,83,0
3944,57,-8,7,58,15,1,1,88,3,4,6,0,1,19,-7,2,2,69,-8,10,1,2,92,1
3945,56,81,2,33,22,0,0,79,0,4,6,24,7,46,0,0,0,76,-8,3,3,1,100,1
3946,78,208,13,112,16,0,0,94,3,4,6,17,0,76,-7,0,0,0,-8,0,1,0,50,0
3947,59,183,8,84,19,2,0,90,22,6,5,21,2,5,-7,1,1,66,-8,6,-8,2,67,0
3948,68,187,9,75,29,0,0,100,-7,7,8,29,1,41,0,1,1,89,72,3,3,2,75,1
3949,72,24,6,13,7,0,0,100,-7,7,8,7,4,71,0,0,0,15,77,1,4,0,83,0
3950,67,115,16,55,21,0,0,96,14,6,6,26,0,58,0,0,0,56,84,5,4,1,82,1
3951,70,418,6,102,19,0,0,100,-7,7,8,19,5,21,0,1,1,44,-8,7,2,3,77,0
3952,66,269,5,72,9,0,0,80,16,6,6,10,3,30,10,0,0,98,-8,4,1,1,83,1
3953,82,108,7,60,17,0,0,100,-7,7,8,18,1,28,0,0,0,36,40,2,3,0,56,1
3954,66,77,5,25,8,0,0,100,-7,7,8,8,5,13,0,1,1,93,72,5,1,1,100,1
3955,70,-8,1,109,13,2,1,71,41,6,2,17,1,65,-8,0,0,51,17,2,3,2,83,1
3956,65,96,20,88,16,1,1,82,5,0,2,8,0,29,-7,0,0,50,12,4,2,1,64,1
3957,76,187,10,48,18,0,0,100,-7,7,8,46,1,50,8,1,0,1,53,2,2,1,57,1
3958,85,123,10,74,6,0,0,100,-7,7,8,5,1,43,0,1,1,13,-8,1,-8,0,100,1
3959,68,89,9,40,10,2,2,91,81,6,2,11,1,45,0,0,0,48,86,3,4,1,88,1
3960,85,193,8,90,19,0,0,100,-7,7,8,19,3,16,0,2,2,18,-8,2,1,0,60,0
3961,75,131,11,73,12,1,1,92,19,6,2,13,1,46,-7,0,0,0,-8,0,1,-8,33,0
3962,88,314,10,103,10,0,0,100,-7,7,8,10,1,30,9,0,0,6,-8,3,1,0,80,0
3963,67,152,3,58,24,1,1,100,-7,6,8,24,1,29,0,1,1,30,-8,3,-8,3,43,1
3964,80,194,21,97,18,0,0,100,-7,7,8,18,0,22,21,0,0,34,-8,7,1,1,73,0
3965,67,210,36,91,24,1,0,80,21,6,5,25,0,32,0,2,2,75,7,3,4,2,70,0
3966,70,148,3,59,46,0,0,100,-7,7,8,46,2,35,0,2,2,28,38,4,2,1,41,0
3967,76,196,3,69,14,0,0,86,37,6,6,14,3,36,-7,2,2,31,67,3,2,0,83,0
3968,80,237,3,124,11,0,0,91,68,6,6,11,2,18,4,1,1,20,-8,3,2,0,63,0
3969,75,162,8,93,18,1,1,95,25,6,2,19,1,26,0,0,0,19,82,4,3,0,78,0
3970,88,166,17,84,12,0,0,100,-7,7,8,12,0,17,13,0,0,0,-8,0,1,0,25,0
3971,88,184,8,85,22,0,0,100,-7,6,7,22,1,41,4,1,1,10,92,1,2,0,60,0
3972,81,175,44,132,9,0,0,100,-7,7,8,18,0,22,-8,0,0,56,-8,2,1,1,57,1
3973,66,161,15,65,26,1,0,81,8,4,5,31,0,44,4,3,3,21,79,4,4,0,73,1
3974,83,50,25,144,17,0,0,100,-7,7,8,12,0,29,-8,0,0,54,-8,2,1,0,75,0
3975,85,320,17,104,18,0,0,94,46,6,6,46,0,17,-8,0,0,3,75,1,2,0,27,0
3976,72,271,3,58,39,1,0,98,8,4,5,43,2,40,0,6,6,12,92,4,3,0,64,0
3977,68,185,22,97,36,1,0,95,64,6,5,39,0,49,-7,0,0,65,67,8,3,3,86,1
3978,89,468,11,78,10,0,0,100,-7,7,8,10,1,20,-8,0,0,4,-8,1,1,0,33,0
3979,85,316,8,83,35,0,0,100,-7,7,8,36,1,50,0,1,0,6,92,4,2,0,75,0
3980,85,186,18,75,23,0,0,100,-7,7,8,25,0,32,2,1,1,1,-8,2,2,1,57,0
3981,68,262,11,113,21,2,0,74,14,6,5,23,1,17,0,0,0,38,-8,3,-8,3,25,0
3982,69,138,22,71,8,2,1,80,38,6,5,10,0,70,0,3,3,-8,39,-8,2,-8,100,0
3983,75,264,7,89,54,0,0,98,24,6,6,55,1,36,0,1,1,33,55,5,4,1,67,0
3984,84,413,2,106,35,0,0,100,-7,7,8,44,2,19,1,4,4,2,-8,9,-8,0,53,0
3985,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
3986,65,185,3,66,11,3,3,92,60,6,3,12,4,17,-7,1,1,65,98,3,2,1,63,0
3987,91,340,3,102,14,0,0,100,-7,7,8,22,1,21,-7,0,0,2,-8,2,-8,0,33,0
3988,80,228,2,61,46,0,0,100,-7,7,8,49,7,29,0,1,1,9,-8,5,2,0,57,0
3989,80,410,19,136,23,0,0,100,-7,7,8,23,0,13,0,1,1,23,75,5,2,0,44,0
3990,77,213,4,96,45,0,0,96,33,6,6,47,3,23,0,2,2,11,-8,4,-8,0,31,0
3991,80,160,7,49,15,0,0,100,-7,7,8,15,1,20,0,1,1,14,-8,2,1,0,30,1
3992,72,166,12,74,37,1,1,95,7,4,4,41,0,15,0,1,1,16,-8,3,1,1,26,1
3993,57,152,5,60,16,2,0,70,1,4,5,20,2,50,2,10,10,46,80,2,6,1,80,1
3994,77,101,13,63,31,0,0,100,-7,7,8,32,0,9,0,1,1,36,3,2,2,1,40,0
3995,69,252,3,90,44,1,0,91,7,4,5,46,4,20,4,1,1,23,100,11,2,1,78,0
3996,57,240,7,78,17,1,0,67,2,4,5,18,1,67,0,0,0,93,62,3,3,2,86,0
3997,57,146,38,95,9,7,5,28,15,5,2,6,0,33,1,7,7,29,-8,2,1,1,43,1
3998,72,406,2,88,8,0,0,89,78,6,6,9,1,11,0,0,0,40,38,6,1,2,78,1
3999,80,410,19,136,23,0,0,100,-7,7,8,23,0,13,0,1,1,23,75,5,2,0,44,0
4000,75,204,17,86,28,1,1,100,-7,0,8,46,0,10,14,0,0,1,49,2,1,0,19,0
4001,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
4002,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
4003,67,36,4,14,6,0,0,100,-7,7,8,6,3,67,0,3,0,41,88,1,3,-8,80,1
4004,61,344,8,116,41,0,0,98,13,6,6,41,1,20,0,12,12,54,43,13,2,8,67,0
4005,65,237,0,90,42,0,0,98,43,6,6,62,2,58,-7,3,3,60,90,4,4,4,80,1
4006,71,163,5,64,42,0,0,95,2,4,6,42,3,24,4,3,3,1,-8,4,1,0,31,0
4007,82,159,14,72,28,0,0,100,-7,7,8,28,0,14,0,0,0,13,-8,5,1,0,40,0
4008,79,243,7,91,25,0,0,100,-7,7,8,26,1,28,19,0,0,25,-8,4,1,1,83,0
4009,82,80,61,73,3,0,0,100,-7,7,8,3,0,33,-7,0,0,50,-8,1,-8,0,100,0
4010,79,192,8,84,31,0,0,94,7,4,6,32,1,50,-7,0,0,3,-8,3,1,0,50,0
4011,67,116,5,40,14,0,0,86,6,4,6,14,1,57,0,0,0,69,97,1,2,1,43,1
4012,65,77,17,52,18,1,0,95,4,3,5,14,0,42,-7,1,1,30,68,6,4,1,77,1
4013,66,251,17,98,35,0,0,92,1,4,6,38,0,16,-7,0,0,60,-8,3,1,1,36,1
4014,77,181,4,68,27,1,0,89,30,6,5,28,2,46,0,1,1,4,69,3,2,0,45,0
4015,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
4016,84,339,3,115,27,0,0,100,-7,7,8,27,1,22,22,0,0,11,-8,2,1,0,23,0
4017,70,97,7,53,14,0,0,94,-8,6,6,16,1,38,0,1,1,17,69,2,3,0,60,1
4018,85,239,5,82,18,0,0,100,-7,7,8,18,3,11,0,4,4,0,-8,0,1,0,13,0
4019,65,72,11,32,20,0,0,100,-7,7,8,21,1,5,6,0,0,48,-8,6,-8,3,40,0
4020,87,347,14,139,25,0,0,100,-7,7,8,31,0,20,4,1,1,8,81,4,2,0,55,0
4021,83,213,1,98,14,0,0,93,17,6,6,15,1,27,1,2,2,0,68,0,2,0,50,0
4022,66,67,13,66,33,0,0,97,56,6,6,7,0,39,-7,2,2,59,63,12,4,2,84,1
4023,72,148,4,38,15,0,0,100,-7,7,8,15,3,33,0,4,4,16,96,4,2,1,100,0
4024,63,165,3,53,27,1,1,84,2,0,2,32,3,19,0,1,1,20,80,2,2,1,33,0
4025,70,-8,4,65,21,0,0,90,10,4,6,0,2,33,-8,0,0,31,75,5,4,1,82,0
4026,77,243,2,113,26,0,0,100,-7,5,7,29,2,31,-7,1,1,36,82,8,3,2,69,0
4027,73,153,3,75,46,0,0,100,-7,7,8,46,8,17,1,2,2,38,89,3,5,2,44,0
4028,73,210,9,138,49,0,0,94,5,4,6,41,3,57,-7,3,3,9,53,5,10,0,75,1
4029,71,395,18,150,22,0,0,91,17,6,6,22,0,18,0,0,0,60,50,5,2,2,64,0
4030,68,136,3,62,35,2,1,92,58,6,5,37,5,54,0,2,2,68,89,8,2,2,67,1
4031,76,146,12,54,13,0,0,100,-7,7,8,14,0,36,0,0,0,48,49,2,3,0,100,0
4032,74,284,4,84,43,0,0,98,23,6,6,44,8,25,0,2,1,9,9,12,2,1,50,0
4033,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
4034,67,176,7,73,24,1,1,92,10,4,4,19,3,20,9,0,0,26,-8,9,1,1,65,0
4035,82,205,2,93,42,0,0,98,73,6,6,40,1,16,1,1,1,1,-8,4,2,0,35,0
4036,83,157,2,50,13,0,0,93,44,6,6,15,2,53,3,2,2,0,-8,0,1,0,20,0
4037,74,-8,50,127,2,0,0,50,31,6,6,2,0,50,-7,2,2,-8,-8,-8,1,-8,100,1
4038,76,268,1,78,23,0,0,100,-7,7,8,35,6,28,0,2,2,13,53,4,2,0,43,0
4039,71,107,2,42,23,0,0,92,40,6,6,24,3,67,2,4,4,34,91,6,4,1,83,0
4040,74,155,12,65,40,0,0,98,33,6,6,46,0,21,2,1,1,63,86,2,2,1,67,0
4041,83,154,4,57,13,0,0,93,-8,6,6,14,1,43,0,0,0,4,80,1,4,1,45,0
4042,82,193,14,74,13,0,0,100,-7,7,8,13,0,38,0,0,0,21,60,3,2,2,63,0
4043,75,159,10,58,9,1,1,91,66,6,3,11,1,9,0,3,3,15,-8,2,1,0,63,0
4044,60,198,1,92,12,3,2,81,21,6,2,16,3,69,0,6,6,93,92,2,2,-8,100,1
4045,57,21,3,12,10,0,0,100,-7,7,8,10,5,90,6,1,0,76,83,1,1,-8,100,1
4046,67,404,19,133,17,0,0,100,-7,7,8,18,0,50,0,1,1,81,76,4,3,3,100,0
4047,81,17,12,39,12,0,0,100,-7,7,8,2,0,15,14,0,0,4,83,4,2,0,67,0
4048,71,90,6,50,16,0,0,100,-7,7,8,16,1,75,0,1,1,99,99,2,1,2,100,1
4049,69,194,2,79,15,0,0,71,25,6,6,17,2,29,-7,6,6,1,22,3,3,1,60,0
4050,71,200,23,94,25,0,0,71,5,4,6,28,0,36,8,0,0,3,14,2,2,0,44,1
4051,78,220,9,86,41,0,0,100,-7,7,8,41,1,20,1,2,2,5,-8,4,2,1,50,0
4052,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
4053,86,268,6,87,25,0,0,96,36,6,6,27,1,20,0,2,2,0,-8,1,-8,0,13,0
4054,59,185,23,79,35,0,0,97,9,4,6,37,0,9,-7,2,2,73,-8,11,1,9,86,1
4055,77,213,7,102,35,0,0,91,18,6,6,37,1,43,-7,0,0,4,53,4,4,0,69,0
4056,71,200,23,94,25,0,0,71,5,4,6,28,0,36,8,0,0,3,14,2,2,0,44,1
4057,87,443,4,151,22,0,0,100,-7,7,8,25,3,27,0,2,2,1,48,3,2,0,55,0
4058,74,155,11,68,18,0,0,91,7,4,6,23,2,26,0,0,0,1,-8,3,1,0,36,1
4059,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
4060,86,194,13,73,8,0,0,100,-7,7,8,8,0,75,-8,0,0,6,14,2,2,0,100,0
4061,87,492,10,127,14,0,0,100,-7,7,8,15,1,21,14,0,0,9,-8,5,1,0,60,0
4062,79,207,3,51,28,0,0,100,-7,7,8,28,5,29,0,2,2,8,71,2,4,1,40,0
4063,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
4064,71,107,2,42,23,0,0,92,40,6,6,24,3,67,2,4,4,34,91,6,4,1,83,0
4065,61,187,3,72,28,1,0,97,1,4,5,30,2,57,10,0,0,32,53,6,4,1,77,0
4066,63,294,16,146,11,4,1,59,8,4,4,17,0,18,0,0,0,34,-8,7,1,1,67,0
4067,86,249,5,87,30,0,0,100,-7,7,8,32,1,25,3,5,5,6,95,1,1,0,67,0
4068,74,263,4,87,29,0,0,100,-7,7,8,29,3,41,0,0,0,31,82,6,5,1,73,0
4069,78,134,2,63,35,0,0,93,32,6,6,40,3,40,0,0,0,22,55,5,4,0,60,0
4070,80,145,2,80,25,0,0,92,50,6,6,26,3,50,3,1,1,2,85,2,3,-8,56,0
4071,77,216,8,137,10,0,0,100,-7,7,8,10,1,0,0,3,3,49,-8,4,-8,2,50,1
4072,91,412,8,102,18,0,0,100,-7,7,8,19,1,42,5,1,1,4,-8,2,1,0,43,0
4073,73,186,6,53,19,1,1,95,32,6,2,20,1,40,19,0,0,3,63,3,3,0,55,0
4074,75,198,6,97,21,0,0,100,-7,7,8,21,2,29,0,2,2,36,-8,5,2,1,100,0
4075,64,111,5,50,14,2,2,81,39,6,2,16,1,31,1,7,7,43,69,4,2,0,100,0
4076,75,23,6,15,2,0,0,100,-7,7,8,2,1,50,0,0,0,17,100,1,1,0,100,1
4077,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
4078,80,117,2,53,22,0,0,96,59,6,6,23,3,17,-7,1,1,2,-8,2,1,1,25,0
4079,72,330,4,104,33,0,0,97,23,6,6,32,5,21,-7,1,1,20,59,7,2,2,47,0
4080,67,159,6,96,8,1,1,89,-8,6,6,9,2,22,0,10,10,77,-8,5,-8,0,71,0
4081,72,245,9,95,30,3,1,88,18,6,5,29,1,44,0,1,1,25,82,2,5,-8,89,0
4082,67,88,3,38,19,0,0,95,44,7,6,21,4,33,0,3,3,36,78,3,2,1,50,0
4083,69,225,14,88,30,0,0,100,-7,7,8,32,0,20,0,2,1,57,68,9,1,3,71,0
4084,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
4085,71,206,6,75,11,0,0,91,4,4,6,11,3,45,4,1,1,71,-8,1,1,0,67,0
4086,70,178,0,71,32,0,0,97,39,6,6,36,1,42,20,0,0,57,-8,5,4,2,75,0
4087,86,174,3,77,22,0,0,95,46,6,6,22,1,23,2,2,2,2,99,1,2,0,50,0
4088,91,230,12,135,18,0,0,100,-7,7,8,32,0,16,12,0,0,10,-8,1,-8,0,25,0
4089,71,410,4,53,19,0,0,84,22,6,6,23,2,42,-7,2,2,40,38,4,4,0,75,0
4090,61,188,10,90,21,2,0,76,3,4,5,25,1,28,-7,5,5,60,-8,4,1,0,86,1
4091,86,242,77,135,14,0,0,100,-7,7,8,14,0,36,1,3,3,3,-8,2,1,0,43,0
4092,67,145,3,58,31,1,1,94,11,4,2,32,4,56,3,2,2,18,62,5,6,1,79,0
4093,76,201,8,71,38,0,0,97,51,6,6,39,5,36,0,0,0,0,47,1,5,0,35,0
4094,72,206,3,75,49,0,0,100,-7,7,8,49,6,35,6,0,0,56,67,7,3,2,83,0
4095,65,360,14,67,10,1,1,55,17,5,3,11,0,45,0,0,0,49,-8,2,1,-8,60,1
4096,71,266,2,62,21,0,0,91,5,4,6,22,3,23,-7,0,0,17,97,2,2,0,33,0
4097,61,159,4,77,30,0,0,76,20,6,6,33,1,45,-7,2,2,76,63,8,2,3,91,1
4098,87,254,21,92,26,0,0,100,-7,7,8,26,0,23,0,1,1,0,-8,2,2,0,40,0
4099,89,212,4,107,21,0,0,100,-7,7,8,2,1,14,-8,0,0,6,71,2,2,0,50,0
4100,62,190,4,80,29,1,0,74,13,5,5,31,3,45,0,1,0,60,82,6,8,1,100,0
4101,66,251,17,98,35,0,0,92,1,4,6,38,0,16,-7,0,0,60,-8,3,1,1,36,1
4102,54,291,3,108,29,2,0,89,1,3,5,35,1,37,12,0,0,44,43,5,3,3,73,0
4103,83,227,13,95,18,0,0,100,-7,7,8,19,0,37,0,0,0,26,33,2,2,0,50,0
4104,77,183,4,76,31,0,0,100,-7,7,8,32,3,9,3,1,1,34,-8,4,1,2,45,0
4105,69,153,4,118,16,1,0,72,34,6,5,15,1,11,-7,0,0,58,-8,8,1,0,82,0
4106,73,183,6,90,19,1,1,100,-7,7,8,19,1,32,-7,0,0,6,52,1,2,0,50,0
4107,58,141,5,39,18,0,0,100,-7,7,8,18,1,33,0,3,3,96,82,7,4,5,100,1
4108,61,204,46,105,11,1,0,77,13,6,5,15,0,31,0,3,3,65,-8,4,1,3,83,0
